NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME,count
Damietta,PORT_EGDAM,ALL#WORLD#AFR#EGY#PORT_EGDAM,false,NaN,PORT_TERMINAL,EGY,1.0,PORT_TERMINAL,2
Cuenca,CUENCA,ALL#WORLD#EUR#ESP#SPCMA#CUENCA,false,NaN,CITY,ESP,2.0,PROVINCE,2
Cuenca,ES423,ALL#WORLD#EUR#ESP#ES4#ES42#ES423,false,NaN,DEPARTMENT,ESP,3.0,COMARCA,2
Aveiro,AVEI,ALL#WORLD#EUR#PRT#AVEI,false,NaN,CITY,PRT,1.0,DISTRICT,2
Aveiro,PORT_PTAVE,ALL#WORLD#EUR#PRT#PORT_PTAVE,false,NaN,PORT_TERMINAL,PRT,1.0,PORT_TERMINAL,2
Aksaray,AKSARAY,ALL#WORLD#ASIA#TUR#AKSARAY,false,NaN,STATE,TUR,1.0,PROVINCE,2
Aksaray,TR712,ALL#WORLD#ASIA#TUR#TR7#TR71#TR712,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,2
Paulina LA,PORT_US9AU,ALL#WORLD#NOAME#USA#PORT_US9AU,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Paulina LA,PAULA,ALL#WORLD#NOAME#USA#DELTA#LOUIS#PAULA,false,NaN,CITY,USA,3.0,CITY,2
Alba,RO121,ALL#WORLD#EUR#ROU#RO1#RO12#RO121,false,NaN,DEPARTMENT,ROU,3.0,DEPARTMENT,2
Alba,ALBA,ALL#WORLD#EUR#ROU#ALBA,false,NaN,COUNTY,ROU,1.0,DEPARTMENT,2
Provence-Alpes-Côte d’Azur,FRL,ALL#WORLD#EUR#FRA#FRL,false,NaN,NATIONAL_REGION,FRA,1.0,METROPOLITAN REGION,2
Provence-Alpes-Côte d’Azur,FRL0,ALL#WORLD#EUR#FRA#FRL#FRL0,false,NaN,REGION,FRA,2.0,DEPARTMENT,2
Itaqui,ITTAQ,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#ITTAQ,false,NaN,CITY,BRA,3.0,CITY,2
Itaqui,PORT_BRITQ,ALL#WORLD#SOAME#BRA#PORT_BRITQ,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Oofunato,OOFU,ALL#WORLD#ASIA#JPN#OOFU,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Oofunato,PORT_JPOFT,ALL#WORLD#ASIA#JPN#PORT_JPOFT,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Centre-Val de Loire,FRB0,ALL#WORLD#EUR#FRA#FRB#FRB0,false,NaN,REGION,FRA,2.0,DEPARTMENT,3
Centre-Val de Loire,FRB,ALL#WORLD#EUR#FRA#FRB,false,NaN,NATIONAL_REGION,FRA,1.0,METROPOLITAN REGION,3
Centre-Val de Loire,CENTRVAL,ALL#WORLD#EUR#FRA#CENTRVAL,false,NaN,REGION,FRA,1.0,METROPOLITAN REGION,3
Lianyungang,LIANY,ALL#WORLD#ASIA#CHN#JIANG#LIANY,false,NaN,CITY,CHN,2.0,PREFECTURE-LEVEL DIVISION,2
Lianyungang,PORT_CNLYG,ALL#WORLD#ASIA#CHN#PORT_CNLYG,false,NaN,PORT_TERMINAL,CHN,1.0,PORT_TERMINAL,2
Puerto Barrios,GTPB,ALL#WORLD#NOAME#GTM#GTPB,false,NaN,DEPARTMENT,GTM,1.0,DEPARTMENT,2
Puerto Barrios,PORT_GTPBR,ALL#WORLD#NOAME#GTM#PORT_GTPBR,false,NaN,PORT_TERMINAL,GTM,1.0,PORT_TERMINAL,2
Tanjung Perak,TPERAK,ALL#WORLD#ASIA#IDN#TPERAK,false,NaN,CITY,IDN,1.0,GEOGRAPHICAL UNIT,2
Tanjung Perak,PORT_TPERAK,ALL#WORLD#ASIA#IDN#PORT_TPERAK,false,NaN,PORT_TERMINAL,IDN,1.0,PORT_TERMINAL,2
Port Giles,PTGILES,ALL#WORLD#OCE#AUS#AUSOU#PTGILES,false,NaN,CITY,AUS,2.0,LOCAL GOVERNMENT AREA,2
Port Giles,PORT_AUPGI,ALL#WORLD#OCE#AUS#PORT_AUPGI,false,NaN,PORT_TERMINAL,AUS,1.0,PORT_TERMINAL,2
"Hatay, Kahramanmaraş, Osmaniye",TUR_HAT_KAH_OSM,ALL#WORLD#ASIA#TUR#TUR_HAT_KAH_OSM,false,NaN,REGION,TUR,1.0,PROVINCE,2
"Hatay, Kahramanmaraş, Osmaniye",TR63,ALL#WORLD#ASIA#TUR#TR6#TR63,false,NaN,REGION,TUR,2.0,DISTRICT,2
Giresun,GIRSUN,ALL#WORLD#ASIA#TUR#GIRSUN,false,NaN,STATE,TUR,1.0,PROVINCE,3
Giresun,TR903,ALL#WORLD#ASIA#TUR#TR9#TR90#TR903,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,3
Giresun,PORT_TRGIR,ALL#WORLD#ASIA#TUR#PORT_TRGIR,false,NaN,PORT_TERMINAL,TUR,1.0,PORT_TERMINAL,3
Flevoland,NLD_FLEVO,ALL#WORLD#EUR#NLD#NLD_FLEVO,false,NaN,REGION,NLD,1.0,PROVINCE,3
Flevoland,NL23,ALL#WORLD#EUR#NLD#NL2#NL23,false,NaN,REGION,NLD,2.0,MUNICIPALITY,3
Flevoland,NL230,ALL#WORLD#EUR#NLD#NL2#NL23#NL230,false,NaN,DEPARTMENT,NLD,3.0,DEPARTMENT,3
Jaguarao,PORT_BRJAG,ALL#WORLD#SOAME#BRA#PORT_BRJAG,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Jaguarao,JAGUARAO,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#JAGUARAO,false,NaN,CITY,BRA,3.0,CITY,2
Vila do conde,PORT_PTVIC,ALL#WORLD#EUR#PRT#PORT_PTVIC,false,NaN,PORT_TERMINAL,PRT,1.0,PORT_TERMINAL,2
Vila do conde,VILA,ALL#WORLD#EUR#PRT#VILA,false,NaN,CITY,PRT,1.0,DISTRICT,2
Liguria,ITLIG,ALL#WORLD#EUR#ITA#ITNW#ITLIG,false,NaN,STATE,ITA,2.0,PROVINCE,2
Liguria,ITC3,ALL#WORLD#EUR#ITA#ITC#ITC3,false,NaN,REGION,ITA,2.0,PROVINCE,2
Emilia-Romagna,ITEMR,ALL#WORLD#EUR#ITA#ITNE#ITEMR,false,NaN,STATE,ITA,2.0,PROVINCE,2
Emilia-Romagna,ITH5,ALL#WORLD#EUR#ITA#ITH#ITH5,false,NaN,REGION,ITA,2.0,PROVINCE,2
Lower Bavaria,DEU_BAV_LOWBAY,ALL#WORLD#EUR#DEU#BAVAR#DEU_BAV_LOWBAY,false,NaN,COUNTY,DEU,2.0,DISTRICT,2
Lower Bavaria,DE22,ALL#WORLD#EUR#DEU#DE2#DE22,false,NaN,REGION,DEU,2.0,DISTRICT,2
Voskressensk,PORT_RUVKS,ALL#WORLD#EUR#RUS#PORT_RUVKS,false,NaN,PORT_TERMINAL,RUS,1.0,PORT_TERMINAL,2
Voskressensk,VOSKRESSENSK,ALL#WORLD#EUR#RUS#CENFD#MOSFS#VOSKRESSENSK,false,NaN,CITY,RUS,3.0,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
Uruguaiana,URUGUA,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#URUGUA,false,NaN,CITY,BRA,3.0,CITY,2
Uruguaiana,PORT_BRURG,ALL#WORLD#SOAME#BRA#PORT_BRURG,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Fuzhou,FUZHO,ALL#WORLD#ASIA#CHN#FUJIA#FUZHO,false,NaN,CITY,CHN,2.0,PREFECTURE-LEVEL DIVISION,2
Fuzhou,PORT_CNFOC,ALL#WORLD#ASIA#CHN#PORT_CNFOC,false,NaN,PORT_TERMINAL,CHN,1.0,PORT_TERMINAL,2
Kobe,PORT_JPUKB,ALL#WORLD#ASIA#JPN#PORT_JPUKB,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Kobe,KOBE,ALL#WORLD#ASIA#JPN#KOBE,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Günzburg,DE278,ALL#WORLD#EUR#DEU#DE2#DE27#DE278,false,NaN,DEPARTMENT,DEU,3.0,MUNICIPALITY,2
Günzburg,GNZBURG---GER,ALL#WORLD#EUR#DEU#BAVAR#GNZBURG---GER,false,NaN,TERRITORY,DEU,2.0,DISTRICT,2
San Francisco,SF_CALIF,ALL#WORLD#NOAME#USA#PACIF#CALIF#SF_CALIF,false,NaN,CITY,USA,3.0,CITY,2
San Francisco,PORT_USSFO,ALL#WORLD#NOAME#USA#PORT_USSFO,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Ceará,CEARA,ALL#WORLD#SOAME#BRA#BRACW#CEARA,false,NaN,STATE,BRA,2.0,MUNICIPALITY,2
Ceará,PORT_BRCEA,ALL#WORLD#SOAME#BRA#PORT_BRCEA,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Santa Helena,SANTHELENA,ALL#WORLD#SOAME#BRA#BRASO#PARAN#SANTHELENA,false,NaN,CITY,BRA,3.0,CITY,2
Santa Helena,PORT_BRSNH,ALL#WORLD#SOAME#BRA#PORT_BRSNH,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Galicia,SPGAL,ALL#WORLD#EUR#ESP#SPGAL,false,NaN,NATIONAL_REGION,ESP,1.0,AUTONOMOUS COMMUNITY,2
Galicia,ES11,ALL#WORLD#EUR#ESP#ES1#ES11,false,NaN,REGION,ESP,2.0,PROVINCE,2
Belawan,PORT_IDBLW,ALL#WORLD#ASIA#IDN#PORT_IDBLW,false,NaN,PORT_TERMINAL,IDN,1.0,PORT_TERMINAL,2
Belawan,BELAWAN,ALL#WORLD#ASIA#IDN#BELAWAN,false,NaN,CITY,IDN,1.0,GEOGRAPHICAL UNIT,2
Umm Qasr,UMQIR,ALL#WORLD#ASIA#IRQ#BASIR#UMQIR,false,NaN,CITY,IRQ,2.0,DISTRICT,2
Umm Qasr,PORT_IQUQR,ALL#WORLD#ASIA#IRQ#PORT_IQUQR,false,NaN,PORT_TERMINAL,IRQ,1.0,PORT_TERMINAL,2
New Orleans LA,NEWOR,ALL#WORLD#NOAME#USA#DELTA#LOUIS#NEWOR,false,NaN,CITY,USA,3.0,CITY,2
New Orleans LA,PORT_USMSY,ALL#WORLD#NOAME#USA#PORT_USMSY,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Ishikari,ISHIKA,ALL#WORLD#ASIA#JPN#ISHIKA,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Ishikari,PORT_JPISI,ALL#WORLD#ASIA#JPN#PORT_JPISI,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Ko Sichang,PORT_THKSI,ALL#WORLD#ASIA#THA#PORT_THKSI,false,NaN,PORT_TERMINAL,THA,1.0,PORT_TERMINAL,2
Ko Sichang,KOSI,ALL#WORLD#ASIA#THA#KOSI,false,NaN,CITY,THA,1.0,METROPOLITAN ADMINISTRATION,2
Himeji,HIM,ALL#WORLD#ASIA#JPN#HIM,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Himeji,PORT_JPHIM,ALL#WORLD#ASIA#JPN#PORT_JPHIM,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
porto do pecem,PORT_BRPEC,ALL#WORLD#SOAME#BRA#PORT_BRPEC,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
porto do pecem,PORTODOPECEM,ALL#WORLD#SOAME#BRA#PORTODOPECEM,false,NaN,FEDERAL_DISTRICT,BRA,1.0,FEDERAL DISTRICT,2
Tanjung Bakau,PORT_IDTKG,ALL#WORLD#ASIA#IDN#PORT_IDTKG,false,NaN,PORT_TERMINAL,IDN,1.0,PORT_TERMINAL,2
Tanjung Bakau,TBAKAU,ALL#WORLD#ASIA#IDN#TBAKAU,false,NaN,CITY,IDN,1.0,GEOGRAPHICAL UNIT,2
Sydney,SYD,ALL#WORLD#OCE#AUS#SYD,false,NaN,CITY,AUS,1.0,STATE,2
Sydney,PORT_AUSYD,ALL#WORLD#OCE#AUS#PORT_AUSYD,false,NaN,PORT_TERMINAL,AUS,1.0,PORT_TERMINAL,2
Shiga,PORT_SHIG,ALL#WORLD#ASIA#JPN#PORT_SHIG,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Shiga,SHIG,ALL#WORLD#ASIA#JPN#SHIG,false,NaN,CITY,JPN,1.0,PREFECTURE,2
LOUISIANA,LOUIS,ALL#WORLD#NOAME#USA#DELTA#LOUIS,false,NaN,STATE,USA,2.0,COUNTY,2
LOUISIANA,PORT_USLUA,ALL#WORLD#NOAME#USA#PORT_USLUA,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Goa,GOA,ALL#WORLD#ASIA#IND#WESTI#GOA,false,NaN,STATE,IND,2.0,DIVISION,2
Goa,PORT_INGOI,ALL#WORLD#ASIA#IND#PORT_INGOI,false,NaN,PORT_TERMINAL,IND,1.0,PORT_TERMINAL,2
Kalach-na-Donu,PORT_KOD,ALL#WORLD#EUR#RUS#PORT_KOD,false,NaN,PORT_TERMINAL,RUS,1.0,PORT_TERMINAL,2
Kalach-na-Donu,KOD,ALL#WORLD#EUR#RUS#SOUFD#VOLFS#KOD,false,NaN,CITY,RUS,3.0,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
Ishigaki,ISHIGA,ALL#WORLD#ASIA#JPN#ISHIGA,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Ishigaki,PORT_JPISG,ALL#WORLD#ASIA#JPN#PORT_JPISG,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Zakarpatska Oblast,ZAKAR,ALL#WORLD#EUR#UKR#WESTU#ZAKAR,false,NaN,STATE,UKR,2.0,RAION,2
Zakarpatska Oblast,UA71,ALL#WORLD#EUR#UKR#UA7#UA71,false,NaN,REGION,UKR,2.0,RAION,2
Darmstadt-Dieburg,DARMSTADT-DIEBURG--GER,ALL#WORLD#EUR#DEU#HESSE#DARMSTADT-DIEBURG--GER,false,NaN,TERRITORY,DEU,2.0,DISTRICT,2
Darmstadt-Dieburg,DE717,ALL#WORLD#EUR#DEU#DE7#DE71#DE717,false,NaN,DEPARTMENT,DEU,3.0,MUNICIPALITY,2
Kolkata,KOLKA,ALL#WORLD#ASIA#IND#EASTI#WESBE#KOLKA,false,NaN,CITY,IND,3.0,DISTRICT,2
Kolkata,PORT_INCCU,ALL#WORLD#ASIA#IND#PORT_INCCU,false,NaN,PORT_TERMINAL,IND,1.0,PORT_TERMINAL,2
Dukhovnitskoye,PORT_DUKHSK,ALL#WORLD#EUR#RUS#PORT_DUKHSK,false,NaN,PORT_TERMINAL,RUS,1.0,PORT_TERMINAL,2
Dukhovnitskoye,DUKHSK,ALL#WORLD#EUR#RUS#VOLFD#SARFS#DUKHSK,false,NaN,CITY,RUS,3.0,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
Foggia,FOGGI,ALL#WORLD#EUR#ITA#ITAS#ITAPU#FOGGI,false,NaN,CITY,ITA,3.0,MUNICIPALITY,2
Foggia,ITF46,ALL#WORLD#EUR#ITA#ITF#ITF4#ITF46,false,NaN,DEPARTMENT,ITA,3.0,MUNICIPALITY,2
Maceio,MACEI,ALL#WORLD#SOAME#BRA#BRACW#ALAGO#MACEI,false,NaN,CITY,BRA,3.0,CITY,2
Maceio,PORT_BRMCZ,ALL#WORLD#SOAME#BRA#PORT_BRMCZ,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Nemrut Bay,PORT_TRNEM,ALL#WORLD#ASIA#TUR#PORT_TRNEM,false,NaN,PORT_TERMINAL,TUR,1.0,PORT_TERMINAL,2
Nemrut Bay,NEMRUT,ALL#WORLD#ASIA#TUR#NEMRUT,false,NaN,CITY,TUR,1.0,PROVINCE,2
Dionisio Cerqueira,DIONISIO_CERQUEIRA,ALL#WORLD#SOAME#BRA#BRASO#SANTA#DIONISIO_CERQUEIRA,false,NaN,CITY,BRA,3.0,CITY,2
Dionisio Cerqueira,PORT_BRDCA,ALL#WORLD#SOAME#BRA#PORT_BRDCA,false,NaN,PORT_TERMINAL,BRA,1.0,PORT_TERMINAL,2
Beaumont TX,BMTTX,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#BMTTX,false,NaN,CITY,USA,3.0,CITY,2
Beaumont TX,PORT_USBPT,ALL#WORLD#NOAME#USA#PORT_USBPT,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Cai Lan,CAILAN,ALL#WORLD#ASIA#VNM#CAILAN,false,NaN,CITY,VNM,1.0,MUNICIPALITY,2
Cai Lan,PORT_VNCLN,ALL#WORLD#ASIA#VNM#PORT_VNCLN,false,NaN,PORT_TERMINAL,VNM,1.0,PORT_TERMINAL,2
Burgundy,BURGU,ALL#WORLD#EUR#FRA#PARIS#BURGU,false,NaN,STATE,FRA,2.0,DEPARTMENT,2
Burgundy,FRC1,ALL#WORLD#EUR#FRA#FRC#FRC1,false,NaN,REGION,FRA,2.0,DEPARTMENT,2
Zarzis,ZARZIS,ALL#WORLD#AFR#TUN#ZARZIS,false,NaN,CITY,TUN,1.0,GOVERNORATE,2
Zarzis,PORT_TNZRZ,ALL#WORLD#AFR#TUN#PORT_TNZRZ,false,NaN,PORT_TERMINAL,TUN,1.0,PORT_TERMINAL,2
Pasajes,PASA,ALL#WORLD#EUR#ESP#PASA,false,NaN,CITY,ESP,1.0,AUTONOMOUS COMMUNITY,2
Pasajes,PORT_ESPAS,ALL#WORLD#EUR#ESP#PORT_ESPAS,false,NaN,PORT_TERMINAL,ESP,1.0,PORT_TERMINAL,2
Tarragona,TARRA,ALL#WORLD#EUR#ESP#SPCAT#TARRA,false,NaN,CITY,ESP,2.0,PROVINCE,3
Tarragona,PORT_ESTAR,ALL#WORLD#EUR#ESP#PORT_ESTAR,false,NaN,PORT_TERMINAL,ESP,1.0,PORT_TERMINAL,3
Tarragona,ES514,ALL#WORLD#EUR#ESP#ES5#ES51#ES514,false,NaN,DEPARTMENT,ESP,3.0,COMARCA,3
Geelong,GEELO,ALL#WORLD#OCE#AUS#AUEAS#AUVIC#GEELO,false,NaN,CITY,AUS,3.0,CITY,2
Geelong,PORT_AUGEX,ALL#WORLD#OCE#AUS#PORT_AUGEX,false,NaN,PORT_TERMINAL,AUS,1.0,PORT_TERMINAL,2
Hamburg,PORT_DEHAM,ALL#WORLD#EUR#DEU#PORT_DEHAM,false,NaN,PORT_TERMINAL,DEU,1.0,PORT_TERMINAL,5
Hamburg,DE6,ALL#WORLD#EUR#DEU#DE6,false,NaN,NATIONAL_REGION,DEU,1.0,STATE,5
Hamburg,PORT_HAMBURG,ALL#WORLD#EUR#DEU#PORT_HAMBURG,false,NaN,CITY,DEU,1.0,STATE,5
Hamburg,DE60,ALL#WORLD#EUR#DEU#DE6#DE60,false,NaN,REGION,DEU,2.0,DISTRICT,5
Hamburg,DE600,ALL#WORLD#EUR#DEU#DE6#DE60#DE600,false,NaN,DEPARTMENT,DEU,3.0,MUNICIPALITY,5
Bechet,PORT_ROBCT,ALL#WORLD#EUR#ROU#PORT_ROBCT,false,NaN,PORT_TERMINAL,ROU,1.0,PORT_TERMINAL,2
Bechet,BECHET,ALL#WORLD#EUR#ROU#DOLJ#BECHET,false,NaN,CITY,ROU,2.0,COMMUNES AND VILLAGE,2
"Mardin, Batman, Şırnak, Siirt",TUR_MAR_BAT_SIR,ALL#WORLD#ASIA#TUR#TUR_MAR_BAT_SIR,false,NaN,REGION,TUR,1.0,PROVINCE,2
"Mardin, Batman, Şırnak, Siirt",TRC3,ALL#WORLD#ASIA#TUR#TRC#TRC3,false,NaN,REGION,TUR,2.0,DISTRICT,2
Mariupol,MARIU,ALL#WORLD#EUR#UKR#EASTU#DONET#MARIU,false,NaN,CITY,UKR,3.0,CITY,2
Mariupol,PORT_UAMPW,ALL#WORLD#EUR#UKR#PORT_UAMPW,false,NaN,PORT_TERMINAL,UKR,1.0,PORT_TERMINAL,2
Burgas,BURGB,ALL#WORLD#EUR#BGR#BURGA#BURGB,false,NaN,CITY,BGR,2.0,MUNICIPALITY,3
Burgas,BG341,ALL#WORLD#EUR#BGR#BG3#BG34#BG341,false,NaN,DEPARTMENT,BGR,3.0,DEPARTMENT,3
Burgas,PORT_BGBOJ,ALL#WORLD#EUR#BGR#PORT_BGBOJ,false,NaN,PORT_TERMINAL,BGR,1.0,PORT_TERMINAL,3
Réunion,FRY4,ALL#WORLD#EUR#FRA#FRY#FRY4,false,NaN,REGION,FRA,2.0,DEPARTMENT,2
Réunion,FRY40,ALL#WORLD#EUR#FRA#FRY#FRY4#FRY40,false,NaN,DEPARTMENT,FRA,3.0,ARRONDISSEMENT,2
Amagasaki,AMA,ALL#WORLD#ASIA#JPN#AMA,false,NaN,CITY,JPN,1.0,PREFECTURE,2
Amagasaki,PORT_JPAMX,ALL#WORLD#ASIA#JPN#PORT_JPAMX,false,NaN,PORT_TERMINAL,JPN,1.0,PORT_TERMINAL,2
Genoa,GENOA,ALL#WORLD#EUR#ITA#ITNW#ITLIG#GENOA,false,NaN,CITY,ITA,3.0,MUNICIPALITY,2
Genoa,ITC33,ALL#WORLD#EUR#ITA#ITC#ITC3#ITC33,false,NaN,DEPARTMENT,ITA,3.0,MUNICIPALITY,2
Dubovka,PORT_RUDBK,ALL#WORLD#EUR#RUS#PORT_RUDBK,false,NaN,PORT_TERMINAL,RUS,1.0,PORT_TERMINAL,2
Dubovka,DUBOVKA,ALL#WORLD#EUR#RUS#SOUFD#VOLFS#DUBOVKA,false,NaN,CITY,RUS,3.0,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
Paradip port,PARADIP,ALL#WORLD#ASIA#IND#PARADIP,false,NaN,CITY,IND,1.0,STATE,2
Paradip port,PORT_INPRT,ALL#WORLD#ASIA#IND#PORT_INPRT,false,NaN,PORT_TERMINAL,IND,1.0,PORT_TERMINAL,2
Norway,NOR,ALL#WORLD#EUR#NOR,false,NaN,COUNTRY,Europe,0.0,COUNTRY,2
Norway,NO0,ALL#WORLD#EUR#NOR#NO0,false,NaN,NATIONAL_REGION,NOR,1.0,ARCTIC REGION,2
Balchik,BALCHIK,ALL#WORLD#EUR#BGR#BALCHIK,false,NaN,CITY,BGR,1.0,REGION,2
Balchik,PORT_BGBAL,ALL#WORLD#EUR#BGR#PORT_BGBAL,false,NaN,PORT_TERMINAL,BGR,1.0,PORT_TERMINAL,2
Sakarya,TR422,ALL#WORLD#ASIA#TUR#TR4#TR42#TR422,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,2
Sakarya,SKRYA,ALL#WORLD#ASIA#TUR#SKRYA,false,NaN,STATE,TUR,1.0,PROVINCE,2
Haldia Port,PORT_INHAL,ALL#WORLD#ASIA#IND#PORT_INHAL,false,NaN,PORT_TERMINAL,IND,1.0,PORT_TERMINAL,2
Haldia Port,HALD,ALL#WORLD#ASIA#IND#EASTI#WESBE#HALD,false,NaN,CITY,IND,3.0,DISTRICT,2
Bolu,TR424,ALL#WORLD#ASIA#TUR#TR4#TR42#TR424,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,2
Bolu,BOLU,ALL#WORLD#ASIA#TUR#BOLU,false,NaN,STATE,TUR,1.0,PROVINCE,2
Necochea,NECOC,ALL#WORLD#SOAME#ARG#PAMAR#BUAPA#NECOC,false,NaN,CITY,ARG,3.0,CITY,2
Necochea,PORT_ARNEC,ALL#WORLD#SOAME#ARG#PORT_ARNEC,false,NaN,PORT_TERMINAL,ARG,1.0,PORT_TERMINAL,2
Riga,RIGAL,ALL#WORLD#EUR#LVA#RIGAL,false,NaN,CITY,LVA,1.0,STATE CITY,3
Riga,LV00A,ALL#WORLD#EUR#LVA#LV0#LV00#LV00A,false,NaN,DEPARTMENT,LVA,3.0,DEPARTMENT,3
Riga,PORT_LVRIX,ALL#WORLD#EUR#LVA#PORT_LVRIX,false,NaN,PORT_TERMINAL,LVA,1.0,PORT_TERMINAL,3
Eastern and Midland,IE06,ALL#WORLD#EUR#IRL#IE0#IE06,false,NaN,REGION,IRL,2.0,REGION,2
Eastern and Midland,IRL_EASTERN_MIDLAND,ALL#WORLD#EUR#IRL#IRL_EASTERN_MIDLAND,false,NaN,NATIONAL_REGION,IRL,1.0,PROVINCE,2
Aurich,DE947,ALL#WORLD#EUR#DEU#DE9#DE94#DE947,false,NaN,DEPARTMENT,DEU,3.0,MUNICIPALITY,2
Aurich,AURICH-GER,ALL#WORLD#EUR#DEU#LOWSA#AURICH-GER,false,NaN,TERRITORY,DEU,2.0,DISTRICT,2
Kamenka-Dneprovskaya,KAMENKA,ALL#WORLD#EUR#UKR#KAMENKA,false,NaN,CITY,UKR,1.0,CITY,2
Kamenka-Dneprovskaya,PORT_UAZUM,ALL#WORLD#EUR#UKR#PORT_UAZUM,false,NaN,PORT_TERMINAL,UKR,1.0,PORT_TERMINAL,2
Osmaniye,TR633,ALL#WORLD#ASIA#TUR#TR6#TR63#TR633,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,2
Osmaniye,OSMYN,ALL#WORLD#ASIA#TUR#OSMYN,false,NaN,STATE,TUR,1.0,PROVINCE,2
Istanbul,TR1,ALL#WORLD#ASIA#TUR#TR1,false,NaN,NATIONAL_REGION,TUR,1.0,PROVINCE,5
Istanbul,ISTAN,ALL#WORLD#ASIA#TUR#ISTAN,false,NaN,CITY,TUR,1.0,PROVINCE,5
Istanbul,TR100,ALL#WORLD#ASIA#TUR#TR1#TR10#TR100,false,NaN,DEPARTMENT,TUR,3.0,DEPARTMENT,5
Istanbul,TR10,ALL#WORLD#ASIA#TUR#TR1#TR10,false,NaN,REGION,TUR,2.0,DISTRICT,5
Istanbul,PORT_TRIST,ALL#WORLD#ASIA#TUR#PORT_TRIST,false,NaN,PORT_TERMINAL,TUR,1.0,PORT_TERMINAL,5
Middle Franconia,DE25,ALL#WORLD#EUR#DEU#DE2#DE25,false,NaN,REGION,DEU,2.0,DISTRICT,2
Middle Franconia,DEU_BAV_MIDFRANC,ALL#WORLD#EUR#DEU#BAVAR#DEU_BAV_MIDFRANC,false,NaN,COUNTY,DEU,2.0,DISTRICT,2
Rendsburg-Eckernförde,RENDSBURG-ECKERNFRDE-GER,ALL#WORLD#EUR#DEU#SCHLE#RENDSBURG-ECKERNFRDE-GER,false,NaN,TERRITORY,DEU,2.0,DISTRICT,2
Rendsburg-Eckernförde,DEF0B,ALL#WORLD#EUR#DEU#DEF#DEF0#DEF0B,false,NaN,DEPARTMENT,DEU,3.0,MUNICIPALITY,2
South,ES6,ALL#WORLD#EUR#ESP#ES6,false,NaN,NATIONAL_REGION,ESP,1.0,AUTONOMOUS COMMUNITY,3
South,ITF,ALL#WORLD#EUR#ITA#ITF,false,NaN,NATIONAL_REGION,ITA,1.0,AUTONOMOUS REGION,3
South,AL03,ALL#WORLD#EUR#ALB#AL0#AL03,false,NaN,REGION,ALB,2.0,MUNICIPALITY,3
Alta IA,ALTIO,ALL#WORLD#NOAME#USA#WECB#IOWA#ALTIO,false,NaN,CITY,USA,3.0,CITY,2
Alta IA,PORT_USW82,ALL#WORLD#NOAME#USA#PORT_USW82,false,NaN,PORT_TERMINAL,USA,1.0,PORT_TERMINAL,2
Antalya,ANTLYA,ALL#WORLD#ASIA#TUR#ANTLYA,false,NaN,STATE,TUR,1.0,PROVINCE,2
