NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME
Fujairah,PORT_AEFJR,PORT_AEFJR,False,,PORT_TERMINAL
Other Oceania,OTHER_OCEAN,ALL#WORLD#OCEAN#OTHER_OCEAN,False,,COUNTRY_GROUP
Migration,ZZUKN,ZZUKN,False,,CITY
"USA, Brazil, Argentina, China",USA_BRZ_ARG_CHN,USA_BRZ_ARG_CHN,True,"[
  ""BRA"",
  ""CHN"",
  ""USA"",
  ""ARG""
]",
India and UAE,IND_UAE,IND_UAE,True,"[
  ""IND"",
  ""UAE""
]",
Federal Territory West Germany,BMEL-LOCTION-FEDERAL-TERRITORY-WEST-GERMANY,BMEL-LOCTION-FEDERAL-TERRITORY-WEST-GERMANY,False,,FEDERAL_DISTRICT
Span Med,SPANMED,ALL#WORLD#EUR#ESP#SPANMED,True,"[
  ""MURCIA"",
  ""SPCAT"",
  ""SPAND"",
  ""SPVAL""
]",
Mormugao,MORMUGAO,MORMUGAO,False,,CITY
Santos Tubarao Itaqui SaoFrancisco Paranagua,STS_TUB_ITA_SFDSA_PRNG,STS_TUB_ITA_SFDSA_PRNG,True,"[
  ""TUBA"",
  ""SFDSA"",
  ""SANTO"",
  ""PARPA""
]",
Continent,CONT,CONT,False,,REGION
Taftan,TAFTAN,ALL#WORLD#ASIA#PAK#TAFTAN,True,[],
IN/PT/KU,IN_PT_KU,ALL#WORLD#ASIA#KOR#IN_PT_KU,True,"[
  ""PYEON"",
  ""KUN"",
  ""INCHE""
]",
ANDHRA PRADESH & TELANGANA,APTG,APTG,False,,STATE
Changi,CHANGI,ALL#WORLD#ASIA#SGP#CHANGI,True,[],
"Ghana, Senegal and Cameroon",GHASENCMR,ALL#WORLD#AFR#GHASENCMR,True,[],
Lower Saxony / Bremen,LOWERSAXONY-BREMEN,ALL#WORLD#EUR#DEU#LOWERSAXONY-BREMEN,True,[],
Barcarena Itaqui,BARCA_ITA,BARCA_ITA,True,"[
  ""ITTAQ"",
  ""BARCA""
]",
US Gulf and Black Sea,USG_BSEA,USG_BSEA,True,[],
Saxony / Saxony-Anhalt,SAXONY-SAXONY-ANHALT,ALL#WORLD#EUR#DEU#SAXONY-SAXONY-ANHALT,True,[],
China & Taiwan,CHN_TWN,CHN_TWN,True,[],
Itacoatiara and Barcarena,ITA_BARCA,ITA_BARCA,True,"[
  ""ITAAM"",
  ""BARCA""
]",
PNW/AUS/CAN,PNW_AUS_CAN,PNW_AUS_CAN,True,[],
VOLGOGRAD SILO,VOLGO_PORT,VOLGO_PORT,False,,PORT_TERMINAL
Onne,ONNE,ALL#WORLD#WESTA#NGA#ONNE,True,[],
China Northern Port,CHN_NPT,ALL#WORLD#ASIA#CHN#CHN_NPT,True,"[
  ""JINZH"",
  ""BEILIAN"",
  ""DAYAOW"",
  ""BAYUQ""
]",
England & Wales,ENGLAND_WALES,ENGLAND_WALES,False,,REGION
Romania and Bulgaria,ROU_BUL,ALL#WORLD#BSEA#ROU_BUL,False,,REGION
IN/PT/KU/UL,IN_PT_KU_UL,ALL#WORLD#ASIA#KOR#IN_PT_KU_UL,True,"[
  ""PYEON"",
  ""KUN"",
  ""INCHE"",
  ""ULSAN"",
  ""BUSAN""
]",
Zahedan,ZAHEDAN,ALL#WORLD#AFRMI#IRN#ZAHEDAN,True,[],
Lower Atlantic,PADD1C,PADD1#PADD1C,True,"[
  ""NOCAR"",
  ""VIRGI"",
  ""WESTV"",
  ""FLORI"",
  ""SOCAR"",
  ""GEORG""
]",
"Europe, Ukraine",EU_UKR,EU_UKR,True,"[
  ""EUR"",
  ""UKR""
]",
East_Coast_UK,EAST_COAST_UK,ALL#WORLD#EUR#GBR#EAST_COAST_UK,True,[],
European Union 15,E15,E15,False,,COUNTRY_GROUP
North East Asia,NE_ASIA,ALL#WORLD#ASIA#NE_ASIA,False,,REGION
Pakistan-Bangladesh,pakban,ALL#WORLD#ASIA#pakban,True,"[
  ""BGD"",
  ""PAK""
]",
PADD4 and PADD5,PADD4_PADD5,PADD4_PADD5,True,[],
 Extra-Regio NUTS 2,EUR_EX_REG_NUT2,ALL#WORLD#EUR#EUR_EX_REG_NUT2,False,,REGION
Ohers Europe,EUR_OTHERS,ALL#WORLD#EUR#EUR_OTHERS,False,,COUNTRY
Other Sub Saharan Africa,OSSA,ALL#WORLD#AFR#OSSA,False,,COUNTRY_GROUP
England,ENG,ALL#WORLD#EUR#GBR#ENG,True,[],
Ghana and Senegal,GHASEN,ALL#WORLD#AFR#GHASEN,True,[],
"Russia, Ukraine, Romania, Australia",RUS_UKR_ROU_AUS,RUS_UKR_ROU_AUS,True,"[
  ""ROU"",
  ""RUS"",
  ""UKR"",
  ""AUS""
]",
East Coast South America Parana Area,AREA_ECSP,ALL#WORLD#AREA_ECSP,False,,REGION
Varna Burgas,VB,VB,True,"[
  ""VARNC"",
  ""BURGB""
]",
South Papua,STHPAPUA,STHPAPUA,False,,CITY
RUSALPHATRADE,PHA,PHA,False,,COUNTRY
"Kenya, Mozambique and Zimbabwe",KENMOZZWE,ALL#WORLD#AFR#KENMOZZWE,True,[],
IN/KU,IN_KU,ALL#WORLD#ASIA#KOR#IN_KU,True,"[
  ""KUN"",
  ""INCHE""
]",
US East Coast,AREA_USEC,ALL#WORLD#AREA_USEC,False,,REGION
Mannheim and Heilbronn,MANNH_HEIL,ALL#WORLD#EUR#DEU#MANNH_HEIL,True,"[
  ""HEIL_DEU"",
  ""MANNH""
]",
PADD 3 (Gulf Coast),PADD3,PADD3,True,"[
  ""ARKAN"",
  ""LOUIS"",
  ""MISSI"",
  ""NEWME"",
  ""ALABA"",
  ""TEXAS""
]",
British Overseas Territories,UK_OST,ALL#WORLD#EUR#GBR#UK_OST,False,,COUNTRY
Kralendijk port,KRALENDIJK,ALL#WORLD#CARIB#KRALENDIJK,False,,PORT_TERMINAL
East Coast Africa,AREA_ECAF,ALL#WORLD#AFR#AREA_ECAF,False,,REGION
India and Turkey,IND_TUR,ALL#WORLD#IND_TUR,True,[],
Cairo-Memphis,CAIRMEM,ALL#WORLD#NOAME#USA#DELTA#MISSI#CAIRMEM,True,[],
South East Asia,SE_ASIA,ALL#WORLD#SE_ASIA,False,,REGION
South East and London,STH-LN,ALL#WORLD#EUR#GBR#STH-LN,True,[],
Other Middle East,OTH_ME,ALL#WORLD#MIDDL#OTH_ME,False,,REGION
"US Gulf, Europe and South Africa",USG_EU_ZAF,USG_EU_ZAF,True,[],
Persian Gulf,PERSIAN,ALL#WORLD#MIDDL#PERSIAN,False,,REGION
Wake Island,WAKE,WAKE,False,,TERRITORY
Esbjerg,ESBJ,ESBJ,False,,CITY
Senegal and Mali,SENMLI,ALL#WORLD#WESTA#SENMLI,True,[],
